"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Splash_Refract.M_Splash_Refract","21","0","64","1","0.000000","0","0"
"/Game/Whale/Mesh/SkinMat.SkinMat","21","0","42","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","0","28","3","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Refraction.M_Refraction","21","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","0","105","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","0","294","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","0","864","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","0","2","1","0.000000","0","0"
"/Game/Whale/Animation/SkinMat.SkinMat","21","0","42","1","0.000000","0","0"
"/Game/Pillar/Material/MAT_Classic_Column_Cap.MAT_Classic_Column_Cap","21","0","21","1","0.000000","0","0"
"/Game/Pillar/Material/MAT_Class_Column_Pillar.MAT_Class_Column_Pillar","21","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","21","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","0","26","6","0.000000","0","2"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","0","27","1","0.000000","0","0"
"/Game/Font/FontMaterial/OneStorePopFont.OneStorePopFont","21","0","27","1","0.000000","0","0"
"/Game/GoodSky/Resource/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","21","0","8","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","0","6","1","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_DirectionalDust.M_DirectionalDust","21","0","56","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/Light_Function/M_GoodSky_StormLightning_LightFunction.M_GoodSky_StormLightning_LightFunction","21","0","6","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","21","0","26","6","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","21","0","126","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","0","126","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","0","138","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Base.M_GoodSky_Base","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Moon.M_GoodSky_Moon","21","0","2","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","0","54","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","0","126","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","21","0","32","2","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","21","0","126","6","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Storm.M_GoodSky_Storm","21","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","0","26","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","0","2","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","0","42","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","21","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","6","1","0.000000","0","0"
"/Game/GoodSky/Resource/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","0","84","1","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Splash_Refract.M_Splash_Refract","24","0","64","1","0.000000","0","0"
"/Game/Whale/Mesh/SkinMat.SkinMat","24","0","42","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","0","28","3","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Refraction.M_Refraction","24","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","105","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","0","294","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","864","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Game/Whale/Animation/SkinMat.SkinMat","24","0","42","1","0.000000","0","0"
"/Game/Pillar/Material/MAT_Classic_Column_Cap.MAT_Classic_Column_Cap","24","0","21","1","0.000000","0","0"
"/Game/Pillar/Material/MAT_Class_Column_Pillar.MAT_Class_Column_Pillar","24","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","26","6","0.000000","0","2"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","27","1","0.000000","0","0"
"/Game/Font/FontMaterial/OneStorePopFont.OneStorePopFont","24","0","27","1","0.000000","0","0"
"/Game/GoodSky/Resource/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","24","0","8","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","6","1","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_DirectionalDust.M_DirectionalDust","24","0","56","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","24","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/Light_Function/M_GoodSky_StormLightning_LightFunction.M_GoodSky_StormLightning_LightFunction","24","0","6","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","24","0","26","6","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","24","0","126","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","24","0","126","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","0","138","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Base.M_GoodSky_Base","24","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","24","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Moon.M_GoodSky_Moon","24","0","2","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","0","54","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","24","0","126","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","24","0","32","2","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","24","0","126","6","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Storm.M_GoodSky_Storm","24","0","2","1","0.000000","0","0"
